SentenceID,Formality,Sentence
3MXX6RQ9EU4WXR17A4T145K1ZAXP4Y,3.8,"I currently use Advanced Diary on Windows, and am looking for something similar to replace it with on Linux."
3ULIZ0H1V94BCIM5371L818HWQM15B,2.2,I'd appreciate any help and advice.
301KG0KX9BKUHWOWND282HLCT5RH2P,1.6,I'd appreciate anyone's input.
3HJ1EVZS2NIWR8YINIS7ZVSAMSP3RJ,3.0,I'd double check the script has execute permission.
3HFWPF5AK8I8SNYV27SCP5X68U83S7,4.8,"Ideally, I would like XMMS with GTK2 support and the ability to load newer winamp skins."
3RIHDBQ1NDXKO0SPXVLSHQZAZA8MHL,2.4,I definately don't follow whats happening.
3VIVIU06FJBKKV393D3DH20PZNNMIE,3.4,"I'd hazard the guess that there are plenty more women in America (and, for that matter, in the GOP) that see the world as DeDe Scozzafava does, rather than as Michele Bachmann does."
37G6BXQPLPKZP5ZFZNK3DWM2HVDEQK,6.0,"Idiani, a small community in Anambra state, has seen enormous damage to its homes, crops and infrastructure."
3LG268AV375Z16EFC293IMW7DHFERL,3.0,"I did all my university work up till 2 1/2 years ago on an Apple LCII (made around 1992), with an 80Mb hard drive and 8Mb of RAM, and a Powerbook 150 of similar vintage."
3IQ9O0AYW5YOXQTTCA4P3GVHTVIITA,3.2,I did a quick search on the net.
3VW0145YLXBGF6NFLVODT3FPC2CMJQ,3.6,I did have a same problem after I upgraded.
3KQC8JMJGBRJ2EKFRDGDLRQ4ZJRH30,2.0,I did not realise that it was internal!
3M4KL7H8KUM7VMMJ8QBQ07MHSLX16R,1.8,"""I didn't expect it would be so hard to get around but you kind of get used to it."""
391JB9X4ZX7BQQTX3GOPUIF2RRCMKP,2.0,"""I didn't know Dave was in any kind of peril,"" she said."
3ATYLI1PRS14F98RYB3QL74U72RJO2,5.2,"""I didn't think the other candidates were as qualified,"" said Daryl Lott, an officer who voted in Clear Lake."
368IUKXGA47ACE5LTSMG134FV13P6J,3.0,"""I didn't understand why someone would spend so much money to get a dog catcher's job,"" McGowan said."
3OLZC0DJ8IE3AIXIH5444YJ2QGYIVQ,2.2,I did this on a Feisty fresh install - don't know if that would matter or not.
372AGES0I348765W77ZV6BHETNQRX7,3.0,I'd like to have that icon appear when it is plugged in and the option to unmount and eject/spin-down the drive.
38RHULDV9XEGP7XN7F90Q02GXP0IW0,3.6,"I'd like to set up DUN, and I have the username/password needed for the cingular network (my carrier), can someone guide me through this?"
3EKTG13IZT2MAWBFOG0Q9ISHGRHMLS,2.8,I'd like to simply double-click on them.
3E9ZFLPWOXRVE72DHK5MSJGN6R6IXT,3.2,I'd like to test it myself this weekend.
3ZCC2DXSD6364C7SQYDRXLHKYGYYYL,2.8,I'd love to hear about the things around Cooperstown that you really enjoyed (your favorites) that were totally unrelated to Baseball.
3L7SUC0TTTT9D0MTZNE7BY0TDT5M0I,5.0,"""I do feel that if David was critical of Jacqui Smith and her individual decision-making that's stepping over the line,"" King told the Today programme."
3PKVGQTFIGJX7BV6C3LXPPONVTKRYD,2.0,I do have the driver version mentioned in that notice.
341H3G5YFZD9C7LCEC41J0W2SXNZ0C,3.2,"""I do more rowing. But sometimes the work is hard, especially when the current is strong."""
36BTXXLZ2U7H94HMNWXQ90KG0SKR4R,4.0,"I do not how to make the .sh file of clem-vengalis, because i do not know which is the path to my USB hard disk (i think my /dev/sda1 is for the windows folder to my W.XP partition), i know for sure that the USB disk is '/media/WD250CSE'"
3O0M2G5VC51B54L0TFX4IFKMU6F94N,2.2,I don't even know if development for Rhythmbox is still going on
389A2A304NHW4EA2MYKT82VHJF2C0R,3.4,I don't have a Canadian Visa.
39O6Z4JLX1W00DMDGR45786HET2VX3,1.8,"I don't have here tha Mac, and I will be using it sunday, so I'll try other ways, but I'm really sick."
3PA41K45VM3TGEJQC2R87H4BQCNP7I,3.2,"I dont have this problem with other wireless PC's in the house, only with this model wireless adapter."
3WRKFXQBOA6KECSNMGROBXNW8X0IYZ,2.6,I dont know about a keyboard button but I know you can add those commands to the menu or create shortcuts for them for desktop or panel.
3NBFJK3IOGHUO7IQQ5INOUCEFA9OG2,1.6,I don't know beyond that.
3ECKRY5B1PVKJ22SI2T7P4WYER4IZQ,4.2,"""I don't know how someone can disappear off the face of the earth."""
3J5XXLQDHLAOKFFZW2XH0SHD7Y23VC,2.6,I don't know how to file a bug otherwise i would do that.
3TFJJUELSGO30ODG1LO7RQOWGDMC2B,2.8,"""I don't know if they were trying to create controversy. Some people try to stir up things to promote themselves because it's free publicity."""
371QPA24C1NDXKXV43JJBHEVCT7T1T,2.4,"I don't know if this is the same problem I was having, but on my iBook G4 (with Radeon 9200) I have the problem where random colors show up as purple..."
3TLFH2L6Y8NKM5FRN7JXG0O04ZLT2A,3.8,"I don't know much about KOA either, but as the previous poster suggested Fish Creek is very nice."
3RWB1RTQDIMXGSO9M7JELH061WTP85,2.4,"I don't know rates or anything, but it is right on the property."
33BFF6QPI0A1Z4F4MC2DMU0RE743WM,2.4,"I don't know, we've reached the limit of my knowledge."
3RBI0I35XD25O9A41DK17RL7PF43YL,3.0,I don't know what you're going to do with that kind of challenge unless you start planning right now.
3CVBMEMMXAF13XL2TPJ3Y82K4LDH75,2.0,"I don't like doing that, I worry about pushing it too hard and breaking it."
32W3UF2EZNKD32S35Z7VK5LU0RIC47,2.2,I don’t live in NY anymore.
3DFYDSXB2VZZSESOUXFZKDWJPOFJUF,3.6,"""I don't need to tell you the honor that would be."""
3ODOP6T3ARJ05K0186IP8SC8O0542Q,2.2,"I don't really know what to do again, but I'll try something"
3APP19WN70D4Z1CMQ9WT7UQNUAG6GW,3.2,"I don't really understand why because with the medication, her blood pressure is normal."
3CRWSLD91J3UGHEC18GI1ZWBBWMMO9,4.2,"""I don't recommend that people run marathons,"" said Dr. Paul Thompson, the director of cardiology at Hartford Hospital in Connecticut."
3TZDZ3Y0JR5UD5OH6XE2KHDJIM5192,2.0,I don't think I'll be cracking open my laptop to replace the wireless device any time soon.
3ZURAPD287M3EFFU9JEUUDZULK0F18,5.4,"""I don't think it has anything to do with the legitimacy of the election,"" Clinton told reporters in Abu Dhabi."
34HEO7RUG5TWBTX3WX7HM36GS2GRA2,4.2,"""I don't think it has anything to do with the legitimacy of the election. It's a personal choice which may or may not be made."""
3CRWSLD91J3UGHEC18GI1ZWBBWLOMA,2.8,"i dont think macintosh has drivers for it, but i wasnt sure if there was some sort of compatability issues?"
3ABAOCJ4R73X1TRSGL8MQ4RBQX4MQH,3.2,"""I don't think Nativity scenes belong on the outside of capitols either,"" Gaylor said."
37VUR2VJ69OWB3VKIHOTM7ERO781CJ,5.0,"""I don't think, of course, that it was the intention of the United States government,"" Fidel Castro wrote."
3126F2F5F72EPTY0ZA5EDRWSCZRPE4,5.6,"""I don't think the public will be any happier about it on the outside than they would be on the inside. I encourage the state to avoid the entire debacle."""
311HQEI8RRFNUILWZBPAYF6P0BTZ7C,2.4,I don't understand why so much issue for a so important application.
37VE3DA4YTGO59OS66VJ3AOGNB4HBR,2.0,I don't want to be resigned to using windows for this!
3PMR2DOWON0S4HJOQPKN6ZFK8AW45R,1.8,I don't want to leak anything huge on her.
39AYGO6AFEJA9TT8DD9OXEZKVM26N4,3.2,"""I don't want to let my mind go to thinking the worst,"" she said from the couple's home in Carmichael, Calif."
30Y6N4AHYOVU900FG7YJC4EMD5DRD4,2.0,"I don't want to (say it was retaliation)...I mean, I guess."
3EHVO81VN4KNSB60492UXYB71ZD1HS,1.4,"I don't want to scare or discourage anyone, but there's always some poor soul who ends up spending their afternoon at the falls in the immigration office because of this innocent mistake."
3XEDXEGFX2NENCMQEB1RWL8POOBK0C,4.0,i downloaded the theme from http://www.taimila.com/downloads/gtk-osx-theme.tar.gz and installed it.
3SBNLSTU6T43BRM6QOSWY7GLMMWZD5,3.2,"""I'd rather feel that pain than not be able to run,"" he said."
3DQYSJDTYKAJY20RL1FV74IVEY0XE0,3.8,"""I'd rather not get into anything,"" Monica Lozano said as she choked up."
34XASH8KLPLC1HQDG8TXQZ11L1IPMT,3.4,"I'd recomend reservations, but even if you have to wait, the food is worth it."
3IVKZBIBJZ8NMV5UHSHETZYGRZQSH3,2.0,I'd recommend Inn on Broadway for sure if you can swing the price.
3E22YV8GG05IJZBDS98X3EQ1QRSPNT,3.4,"""I'd say they could use the money more effectively elsewhere, just like when they invested in East German autobahns in the early 1990s, which is something everyone can benefit from."""
3MZ3TAMYTKMBHBG18LZU31UZ5ALRI6,1.8,"i.e. after a warning you get ""Go Back"" or ""Continue""."
3421H3BM99G18M4LWMK8OH95C359JE,2.2,I ended up rebooting to disconnect.
3VP28W7DUMJ09B02HUNMM7J6YZCZFG,2.4,"I enjoyed visiting the Ommegang farmhouse brewery when it first opened (Geez, that was already quite a few years ago)."
36U4VBVNQNCGQ2B122O8M4IAZ59URI,4.0,I experienced a similar problem with Dapper Alternate PPC on a Clamshell G3.
337F8MIIMYCT9AXNTJEBP4JTR3M045,4.4,"If 100% of the value is in that file, it is not a sound approach for defending the future of your business."
3MD8CKRQZYM7CM07Q3KUF29ZIPARJI,2.8,"If a calculator pops up then you are running the X server, it's the window manager that's not running."
3ZUE82NE090LPFZF84N99NM2ZQ6F8S,2.8,"If anyone can improve on it, I'd be quite happy."
3JU8CV4BRKB01KBPTO8AI3Q6G1XPO8,2.8,If anything I'd go further.
37YYO3NWHCPGY65IYEDD33XIS4ZCCK,3.4,"If anything, they say, San Franciscans should expect a return of rapid-fire, out-of-the-box policy proposals for which he has become known."
3L60IFZKF2HYWMRE6Y5FPLREIO9HH7,3.2,"If a re-boot is needed, the problem is probably in kernel-space."
3L1EFR8WWS4L3KIPDWTN9JHDJWOF9H,3.8,"If, by contrast, the labor market is still a disaster then people will be pissed off."
3MDKGGG61PM846YSA9V06D5CK4O6T5,4.8,"If CIT is forced into a ""free-fall"" bankruptcy, unsecured claims may fetch as little as 6 cents on the dollar, according to Jeffrey Peek, the company's chief executive officer."
3B0MCRZMBQTIMKNQ8OLP73VWQ6TPPP,4.2,"If congress makes the deficit even bigger in a way that helps spur recovery, then come election day people will notice the recovery and be happy."
3GONHBMNHUX6FLSJ3HRZHX3FV0PMZB,5.4,"If correct, this would push the typical standard variable rate at the big banks, currently around 6 per cent, to around 8.20 per cent and raise repayments on a $300,000 mortgage from $1798 to $2242 - an increase of $433 a month."
3VCK0Q0PO4DFVI7TBOT7ODPTIJGN0K,1.6,"If drugs policy, why not also tax policy?"
30IRMPJWDYI2N66P8OK6GH9CXEARKH,3.6,I fear for their future with this current administration.
3UY4PIS8QQKF27SB77X72I83NBMN1N,1.8,I feel like I'm getting closer!
3VMHWJRYHUFB4G0NGCZ1PM3VQZFXFI,3.6,"""I felt she did the best in talking about the issues,"" said Aguirre."
3Q9SPIIRWIL1JPEPVRHN92EXKHVWAA,2.4,"If everything I have to do is on the US side, I wouldnt want to be bothered going back and forth across the boarder a couple times a day."
31J7RYECZKPPE7PQVUHSPQ4EIGM1LZ,4.4,"If fonts are tiny, you will have to install non-truetype fonts that match your resolution too."
3S1L4CQSFW4Z83SU527N5ESXPE6FAW,5.0,"If hardcore hackers had any doubts whether the real-time web was a legitimate development environment, Y Combinator co-founder Paul Graham is dispelling them."
3WJGKMRWVH8Q3YBWYA8ON9F0D4BCDK,3.0,"If he doesn't do that, it will that prove Obama is weak and too ""intellectually sophisticated"" to be a real War President."
3HRWUH63QT1EQPTU8UZJ58LKZRRN55,4.6,"If he gets to vote on a final bill, ""that will be something, given my appointment to fill Senator Kennedy's place,"" he said, searching for words to describe his emotions."
3OWZNK3RYKOZMIUGNC97LWA2NEU2UE,5.8,"If Hoffman prevails, it could spur other GOP primary challenges and encourage the party to nominate more conservative candidates in the 2010 congressional elections."
3AC6MFV69JHKN7R8CKBMPSVJEEPZHE,3.8,"If I boot my system fresh, I do not observe the behavior, but if I hibernate and resume then I notice it."
39AYGO6AFEJA9TT8DD9OXEZKVM2N6L,4.0,"If I don't do a startx (I don't run GDM) and only have a text screen, the laptop sleeps just fine when I put the lid down."
32LAQ1JNT8OT6HOT6RT3MJJSNQ6UTV,1.6,If I had to be in the middle I would probally stay in Syracuse.
3R5LWXWHRZ7HIGWIRW5J7737REFXGH,2.6,"If I had to guess, I'd think that of Scozzafava's support, one-quarter of people don't vote, one-quarter vote for Scozzafava anyway, 30 percent defect to Hoffman and 20 percent defect to Owens."
3A9LA2FRWRDVICRTB2N1S7F86ESXHG,3.0,"If i just open the document and edit it without test viewing it, it closes normally.."
3V0TR1NRV91PANV5LLB4EAV60OX4AX,3.0,"If I just unmount or eject, the hard drive seems to unmount/eject, but keeps on lightly humming (which I assume is spinning)."
3HO4MYYR11NN4JDHAELAB9RE3IV6UW,4.6,I filed a report here.
3M93N4X8HJMJD10K5SKZ5CEV4RUSJ8,3.2,If I manually type 'pbbcmd sleep' the laptop will sleep (even in gnome).
3H781YYV6SHCHLR7GREYI1XP12BTEC,4.6,"I finally narrowed it down to something this simple: open a brand new spreadsheet, add a button control, add an event 'when mouse button released' to link it to a macro (Sub Main will do)."
3NI0WFPPI8F7OX11C77QM237NUS06Q,1.4,I find Old Forge full of old hippies.
3KTCJ4SCVF09KP7BV6I7P3J3ILC1M1,3.2,I find that works for me for most of the items.
3S8A4GJRD22NHY2HF4VF7VTXHP46VL,2.8,I find the Update Manager often doesn't work or causes problems.
32W3UF2EZNKD32S35Z7VK5LU0RI4CZ,3.4,"If I note that idea immediately, I can often give myself plenty of time to bargain-hunt for that specific item, enabling me to get that person a gift they'd really like for the lowest possible price for me."
3E9ZFLPWOXRVE72DHK5MSJGN6R7XI9,4.0,"If I put my ear to the drive, I could hear the drive spinning, even 12 hours after the computer was turned off."
3ZXV7Q5FJANN1IPSPG3EB9ILPHRCFV,4.6,"If I restart it and try to reconnect, it will do the same thing."
3S8APUMBJWI4RDXMBG7J0PC37WRFBR,2.6,"I first thought it was tmobile, but it's not, then I thought linux was doing the windows thing and trying to download something big in the background, but I could find no evidence of that."
30EMX9PEVJIEOL62NDKB6RE8JGUSK7,2.6,"If I set the default program for this kind of file to Scribus, I get an error message saying ""the filename says that its a Scribus file but the content says plain text"" and doesn't let me open the file."
3Z3R5YC0P2M4NZR3B2Y40JIPD3QTFU,3.0,If it is not to hard of an issue to get working then I will be putting linux on one of their computers.
3SCKNODZ0WFTDT7DWNEG3SZGQXMN7K,4.0,"If it looses the connection, and i use wifi radar to reconnect, it will just sit there looking for an ip address and never find one."
3XWUWJ18TKP86U3I6WJDRF5U64DUUM,5.2,"""If it's not the lowest it's been in the satellite era, it's definitely an example of a period of the slowest activity,"" said Ryan Maue, a Florida State University doctoral candidate in meteorology who has tracked global ACE values in recent years."
3VMV5CHJZ7EA1ZNYMM4MI4I1EIQTGT,2.2,"""If it wasn't, I wouldn't support it."""
3VGZ74AYTFFTFILN009WTUIXQWRCGU,2.8,"""If it was Rose, he was really up. [Now] he's just been up. And he's been that through practices . . . He's just playing now. He's not, 'Oh, tonight we have Rose.' It doesn't matter the opponent. He's just playing his game and doing it, being very solid."""
38G0E1M85L48J9SIBMTIN17DKBMUVB,3.8,If I've understood correctly this has not yet been very well implemented on linux.
3EQVJH0T4ZKO1VI96SM434U2TI3THS,2.8,"If I were running a law school, I'd be looking for ways to collaborate in all of that, because it's smack in the middle of our ""core competencies""; and if I were running a law firm, I'd be really interested in hearing what the law schools have to say, and to think about ways in which the law schools could help them get where they want to get, for the same reason."
3QGHA0EA0IZ62ZJH15HJ4DY32ZGWB5,2.6,"I fixed it this way, which should still work even if the kernel gets updated (I think)."
3ZG552ORAL3ZZXJGS2JCHICL1L32V3,4.8,"If Lozano, 42, is in Mexico, he's found a country that is known for parents not wanting to turn over their children, according to a 2009 report by The Hague's convention of nations on international child abduction."
3SMIWMMK604LYYSN1WYE93QRRKOUWL,2.6,I fly everywhere and take taxis without thinking about it.
3EKZL9T8Y7L7FEGYK6REEUUY5W4CHT,4.8,"If Madison were an Iranian using Twitter to coordinate government protests, he'd likely be considered a hero in the West."
3UYRNV2KISYXD7CW6S6MHSVB1HSN87,3.4,"If no luck with native drivers, try installing each of those named drivers until one works."
3X52SWXE0W4PC4BNF5DEFX4LKKGWCC,3.6,"If not for the beaches, a trip to Shelter Island would be nice."
3G5RUKN2EB2XRCV6BKC0HOQMLNAN9W,2.8,If not tours is there anyway to gain admission?
3EQPA8A373VGEDMY0KE715BYR6TZJJ,3.6,"If not, try searching the forums, you'll find it quickly."
